date;symbol_x;quot;base;side;price;target;closed;id;symbol_y;bidPrice;askPrice;profit_in_%;profit_in_$
2020-01-03 01:36:04+00:00;BTC_ADA;BTC;ADA;buy;4.71e-06;4.79e-06;False;78062;ADABTC;4.64e-06;4.65e-06;-1.4861995753715576;-0.14861995753715576
2020-01-03 01:27:12+00:00;BTC_DOGE;BTC;DOGE;buy;2.9e-07;3e-07;False;78055;DOGEBTC;2.7e-07;2.8e-07;-6.896551724137922;-0.6896551724137922
2020-01-03 01:12:07+00:00;USDT_PAX;USDT;PAX;buy;1.0032;1.01824801;False;78045;PAXUSDT;0.9996;0.9999;-0.3588516746411585;-0.03588516746411585
2019-12-30 01:23:20+00:00;USDT_PAX;USDT;PAX;buy;1.0016;1.01662401;False;76427;PAXUSDT;0.9996;0.9999;-0.19968051118209473;-0.019968051118209474
2020-01-03 00:51:43+00:00;ETH_SNT;ETH;SNT;buy;7.072e-05;7.179e-05;False;78031;SNTETH;6.701e-05;6.721e-05;-5.246040723981906;-0.5246040723981906
2020-01-03 00:41:34+00:00;BTC_BCD;BTC;BCD;buy;4.411e-05;4.478e-05;False;78024;BCDBTC;4.187e-05;4.211e-05;-5.078213557016568;-0.5078213557016568
2020-01-03 00:35:05+00:00;BTC_FTM;BTC;FTM;buy;1.48e-06;1.51e-06;False;78007;FTMBTC;1.41e-06;1.42e-06;-4.729729729729726;-0.47297297297297264
2019-12-30 13:06:47+00:00;BTC_FTM;BTC;FTM;buy;1.58e-06;1.61e-06;False;76725;FTMBTC;1.41e-06;1.42e-06;-10.759493670886059;-1.0759493670886058
2020-01-03 00:24:09+00:00;BNB_FTM;BNB;FTM;buy;0.000785;0.00079678;False;78004;FTMBNB;0.000746;0.000749;-4.968152866242036;-0.4968152866242036
2020-01-03 00:24:05+00:00;BNB_GTO;BNB;GTO;buy;0.000679;0.00068919;False;77995;GTOBNB;0.000663;0.000668;-2.3564064801178404;-0.23564064801178403
2020-01-03 00:08:15+00:00;BTC_NXS;BTC;NXS;buy;2.473e-05;2.511e-05;False;77993;NXSBTC;2.4e-05;2.413e-05;-2.95188030731903;-0.295188030731903
2020-01-03 00:07:07+00:00;BTC_LEND;BTC;LEND;buy;3e-06;3.05e-06;False;77990;LENDBTC;2.31e-06;2.33e-06;-23.0;-2.3
2020-01-02 23:45:05+00:00;BTC_TROY;BTC;TROY;buy;9.4e-07;9.6e-07;False;77973;TROYBTC;8.6e-07;8.7e-07;-8.510638297872333;-0.8510638297872333
2020-01-02 23:08:34+00:00;BTC_SKY;BTC;SKY;buy;5.917e-05;6.006e-05;False;77964;SKYBTC;5.802e-05;5.818e-05;-1.94355247591686;-0.19435524759168601
2020-01-02 23:06:05+00:00;ETH_NAS;ETH;NAS;buy;0.002755;0.00279633;False;77950;NASETH;0.002705;0.002736;-1.8148820326678816;-0.18148820326678816
2019-12-29 08:09:05+00:00;ETH_NAS;ETH;NAS;buy;0.002908;0.00295163;False;76232;NASETH;0.002705;0.002736;-6.980742778541966;-0.6980742778541966
2020-01-02 23:05:36+00:00;BNB_SKY;BNB;SKY;buy;0.03159;0.03206386;False;77962;SKYBNB;0.03071;0.03096;-2.785691674580562;-0.2785691674580562
2020-01-02 22:53:37+00:00;BTC_BCPT;BTC;BCPT;buy;3.17e-06;3.22e-06;False;77959;BCPTBTC;2.88e-06;2.89e-06;-9.148264984227126;-0.9148264984227126
2020-01-02 22:45:07+00:00;BTC_MITH;BTC;MITH;buy;1.02e-06;1.04e-06;False;77956;MITHBTC;9.8e-07;9.9e-07;-3.9215686274509807;-0.3921568627450981
2019-12-28 09:57:07+00:00;BTC_MITH;BTC;MITH;buy;1.07e-06;1.09e-06;False;75936;MITHBTC;9.8e-07;9.9e-07;-8.411214953271028;-0.8411214953271028
2020-01-02 22:41:14+00:00;BTC_NKN;BTC;NKN;buy;2.77e-06;2.82e-06;False;77955;NKNBTC;2.42e-06;2.43e-06;-12.63537906137185;-1.263537906137185
2020-01-02 22:41:11+00:00;BTC_STRAT;BTC;STRAT;buy;4.35e-05;4.416e-05;False;77954;STRATBTC;4.051e-05;4.06e-05;-6.873563218390814;-0.6873563218390814
2019-12-29 07:17:44+00:00;BTC_STRAT;BTC;STRAT;buy;5.059e-05;5.135e-05;False;76226;STRATBTC;4.051e-05;4.06e-05;-19.924886341174158;-1.9924886341174157
2020-01-02 22:41:08+00:00;BTC_LRC;BTC;LRC;buy;3.14e-06;3.19e-06;False;77953;LRCBTC;2.96e-06;2.97e-06;-5.73248407643311;-0.573248407643311
2020-01-02 22:28:05+00:00;ETH_FUN;ETH;FUN;buy;2.577e-05;2.616e-05;False;77949;FUNETH;2.377e-05;2.393e-05;-7.760962359332538;-0.7760962359332538
2020-01-02 22:16:05+00:00;BNB_XLM;BNB;XLM;buy;0.0033740000000000003;0.00342462;False;77946;XLMBNB;0.003241;0.003251;-3.9419087136929534;-0.3941908713692953
2020-01-02 21:43:05+00:00;BNB_NKN;BNB;NKN;buy;0.001485;0.00150728;False;77937;NKNBNB;0.001283;0.001292;-13.602693602693606;-1.3602693602693605
2020-01-02 21:07:18+00:00;BNB_XRP;BNB;XRP;buy;0.01439;0.01460585;False;77938;XRPBNB;0.01381;0.01384;-4.03057678943712;-0.403057678943712
2020-01-02 20:50:09+00:00;BNB_OMG;BNB;OMG;buy;0.0457;0.0463855;False;77935;OMGBNB;0.04474;0.04539;-2.1006564551422144;-0.21006564551422144
2020-01-02 20:16:35+00:00;BNB_TRX;BNB;TRX;buy;0.000987;0.00100181;False;77928;TRXBNB;0.000971;0.000972;-1.621073961499505;-0.16210739614995048
2020-01-02 20:04:04+00:00;BTC_MFT;BTC;MFT;buy;1.2e-07;1.3e-07;False;77920;MFTBTC;1.1e-07;1.2e-07;-8.333333333333329;-0.8333333333333328
